year	month	day	site	ditch
2011	1	21	17	119.5
2011	1	21	18	213
2011	1	21	19	213
2011	1	21	20	291
2011	1	20	21	348
2011	1	21	22	114
2011	1	20	23	299
2011	1	19	24	.
2011	1	18	25	.
2011	2	15	1	353
2011	2	15	2	241
2011	2	16	3	53
2011	2	15	4	85
2011	2	14	5	.
2011	2	14	6	110
2011	2	16	7	.
2011	2	16	8	400
2011	2	17	9	.
2011	2	16	10	352
2011	2	16	11	114
2011	2	14	12	114
2011	2	16	13	284
2011	2	16	14	319.5
2011	2	15	15	88
2011	2	15	16	88
2011	2	15	17	107
2011	2	18	18	216
2011	2	18	19	216
2011	2	18	20	293
2011	2	17	21	354
2011	2	19	22	113.5
2011	2	17	23	201
2011	2	16	24	.
2011	2	15	25	88
2011	3	15	1	330.5
2011	3	14	2	213
2011	3	14	3	0
2011	3	15	4	72
2011	3	18	5	.
2011	3	15	6	94.5
2011	3	16	7	386.5
2011	3	14	8	224
2011	3	17	9	.
2011	3	15	10	330.5
2011	3	15	11	113
2011	3	15	12	113
2011	3	16	13	215
2011	3	16	14	292
2011	3	15	15	72
2011	3	15	16	72
2011	3	16	17	95
2011	3	14	18	138
2011	3	14	19	138
2011	3	14	20	159
2011	3	15	21	330.5
2011	3	15	22	113
2011	3	14	23	166.5
2011	3	.	24	.
2011	3	15	25	72
2011	4	19	1	325
2011	4	19	2	218
2011	4	18	3	6
2011	4	19	4	89
2011	4	18	5	.
2011	4	18	6	104.5
2011	4	20	7	393
2011	4	22	8	.
2011	4	20	9	.
2011	4	19	10	325
2011	4	20	11	114
2011	4	18	12	114
2011	4	20	13	230.5
2011	4	20	14	300
2011	4	19	15	90.5
2011	4	19	16	90.5
2011	4	19	17	108
2011	4	20	18	98
2011	4	20	19	98
2011	4	19	20	277
2011	4	21	21	327.5
2011	4	23	22	114
2011	4	19	23	167
2011	4	19	24	.
2011	4	19	25	90.5
2011	5	18	1	322
2011	5	17	2	218
2011	5	18	3	3
2011	5	17	4	82
2011	5	19	5	.
2011	5	16	6	93.5
2011	5	18	7	364
2011	5	19	8	340
2011	5	17	9	189
2011	5	18	10	322
2011	5	18	11	114
2011	5	19	12	115
2011	5	18	13	233
2011	5	18	14	271
2011	5	17	15	81.5
2011	5	17	16	81.5
2011	5	18	17	90.5
2011	5	20	18	89.5
2011	5	20	19	89.5
2011	5	20	20	278
2011	5	19	21	324
2011	5	21	22	115
2011	5	19	23	168
2011	5	.	24	.
2011	5	17	25	81
2011	6	21	1	300
2011	6	20	2	205
2011	6	21	3	10
2011	6	21	4	80
2011	6	21	5	.
2011	6	23	6	135
2011	6	22	7	386
2011	6	21	8	336
2011	6	21	9	173
2011	6	21	10	300
2011	6	20	11	115
2011	6	20	12	115
2011	6	22	13	237
2011	6	22	14	297
2011	6	21	15	80
2011	6	21	16	80
2011	6	21	17	105
2011	6	21	18	126
2011	6	21	19	126
2011	6	21	20	278
2011	6	20	21	300
2011	6	20	22	115
2011	6	20	23	166
2011	6	20	24	.
2011	6	21	25	80
2011	6	21	26	190
2011	7	19	1	296
2011	7	18	2	210
2011	7	20	3	6
2011	7	20	4	79
2011	7	19	5	.
2011	7	21	6	130.5
2011	7	20	7	381.5
2011	7	19	8	336
2011	7	19	9	173
2011	7	19	10	296
2011	7	18	11	115.5
2011	7	18	12	115.5
2011	7	20	13	242
2011	7	20	14	279.5
2011	7	20	15	79
2011	7	20	16	79
2011	7	19	17	126
2011	7	20	18	93
2011	7	20	19	93
2011	7	19	20	281
2011	7	18	21	296
2011	7	18	22	115.5
2011	7	18	23	165
2011	7	21	24	.
2011	7	20	25	79
2011	7	19	26	179.5
2011	8	16	1	323
2011	8	16	2	205
2011	8	17	3	-30
2011	8	16	4	.
2011	8	17	5	.
2011	8	16	6	126
2011	8	16	7	380
2011	8	17	8	348
2011	8	17	9	184
2011	8	16	10	323
2011	8	16	11	115
2011	8	16	12	115
2011	8	17	13	234
2011	8	16	14	286
2011	8	16	15	85
2011	8	16	16	85
2011	8	16	17	126
2011	8	19	18	102.5
2011	8	19	19	102.5
2011	8	17	20	279
2011	8	16	21	300
2011	8	15	22	115
2011	8	16	23	153
2011	8	15	24	.
2011	8	16	25	85
2011	8	16	26	191
2011	9	22	1	338
2011	9	20	2	219.5
2011	9	21	3	28
2011	9	20	4	70
2011	9	22	5	.
2011	9	21	6	124.5
2011	9	23	7	335
2011	9	21	8	346
2011	9	22	9	.
2011	9	21	10	337
2011	9	21	11	114
2011	9	20	12	104
2011	9	20	13	234
2011	9	23	14	288
2011	9	20	15	74
2011	9	20	16	74
2011	9	22	17	119.5
2011	9	23	18	104.5
2011	9	23	19	104.5
2011	9	22	20	296
2011	9	22	21	352
2011	9	24	22	118
2011	9	22	23	178
2011	9	23	24	.
2011	9	20	25	74
2011	9	20	26	189
2011	10	19	1	339
2011	10	18	2	222
2011	10	19	3	59
2011	10	17	4	96
2011	10	20	5	.
2011	10	17	6	95.5
2011	10	21	7	319.5
2011	10	20	8	337
2011	10	20	9	184
2011	10	20	10	343
2011	10	19	11	112
2011	10	18	12	112
2011	10	19	13	241
2011	10	21	14	285
2011	10	17	15	98
2011	10	17	16	97
2011	10	17	17	95.5
2011	10	21	18	101
2011	10	21	19	101
2011	10	21	20	300
2011	10	20	21	344
2011	10	22	22	110
2011	10	20	23	169.5
2011	10	18	24	.
2011	10	17	25	97
2011	10	18	26	.
2011	11	17	1	341
2011	11	15	2	226
2011	11	16	3	57
2011	11	15	4	80
2011	11	17	5	.
2011	11	14	6	103.5
2011	11	18	7	304
2011	11	16	8	354
2011	11	17	9	.
2011	11	16	10	342.5
2011	11	18	11	101
2011	11	15	12	104
2011	11	16	13	271
2011	11	18	14	327
2011	11	15	15	79
2011	11	15	16	79
2011	11	14	17	104
2011	11	18	18	203
2011	11	18	19	203
2011	11	16	20	280
2011	11	15	21	341.5
2011	11	19	22	101
2011	11	17	23	155
2011	11	15	24	.
2011	11	15	25	79
2011	11	15	26	.
2011	12	20	1	340
2011	12	19	2	227
2011	12	20	3	.
2011	12	20	4	94
2011	12	20	5	.
2011	12	19	6	107
2011	12	21	7	302
2011	12	20	8	384
2011	12	20	9	.
2011	12	20	10	340
2011	12	20	11	92
2011	12	20	12	92
2011	12	20	13	279
2011	12	21	14	323
2011	12	20	15	94
2011	12	20	16	94
2011	12	19	17	107
2011	12	21	18	208
2011	12	21	19	208
2011	12	19	20	305
2011	12	19	21	339
2011	12	19	22	93.5
2011	12	19	23	158
2011	12	20	24	.
2011	12	20	25	94
2011	12	20	26	.
2012	1	19	1	342
2012	1	17	2	225
2012	1	18	3	51
2012	1	17	4	.
2012	1	19	5	.
2012	1	18	6	110
2012	1	20	7	435
2012	1	18	8	393
2012	1	19	9	.
2012	1	17	10	343
2012	1	18	11	92
2012	1	17	12	93
2012	1	18	13	280
2012	1	20	14	290
2012	1	17	15	83
2012	1	17	16	83
2012	1	20	17	109
2012	1	20	18	218
2012	1	20	19	218
2012	1	20	20	313
2012	1	17	21	342
2012	1	21	22	90
2012	1	19	23	189
2012	1	17	24	.
2012	1	17	25	83
2012	1	17	26	.
2012	2	22	1	361
2012	2	21	2	241
2012	2	22	3	58
2012	2	21	4	84.5
2012	2	23	5	.
2012	2	23	6	108
2012	2	24	7	433
2012	2	22	8	374
2012	2	21	9	.
2012	2	22	10	358.5
2012	2	22	11	116
2012	2	21	12	115
2012	2	22	13	.
2012	2	24	14	301.5
2012	2	21	15	84.5
2012	2	21	16	84.5
2012	2	23	17	108
2012	2	22	18	215
2012	2	22	19	215
2012	2	21	20	316
2012	2	21	21	251
2012	2	25	22	115
2012	2	23	23	168
2012	2	21	24	.
2012	2	21	25	84.5
2012	2	21	26	.
2012	2	22	27	63
2012	3	21	1	350
2012	3	22	2	223
2012	3	21	3	28
2012	3	20	4	84
2012	3	22	5	.
2012	3	21	6	106
2012	3	23	7	252.5
2012	3	21	8	476
2012	3	22	9	.
2012	3	22	10	352
2012	3	21	11	115
2012	3	20	12	115
2012	3	21	13	225
2012	3	23	14	280
2012	3	20	15	82.5
2012	3	20	16	84
2012	3	22	17	106
2012	3	23	18	91
2012	3	23	19	91
2012	3	20	20	303.5
2012	3	20	21	350
2012	3	24	22	114
2012	3	22	23	170
2012	3	21	24	.
2012	3	20	25	82.5
2012	3	20	26	.
2012	3	21	27	49.5
2012	4	19	1	338.5
2012	4	17	2	214
2012	4	18	3	-7.5
2012	4	17	4	84
2012	4	19	5	.
2012	4	16	6	106
2012	4	20	7	380
2012	4	18	8	339
2012	4	17	9	183
2012	4	16	10	317
2012	4	18	11	114
2012	4	17	12	112
2012	4	17	13	235
2012	4	20	14	265
2012	4	17	15	82
2012	4	17	16	84
2012	4	20	17	106
2012	4	20	18	91
2012	4	20	19	91
2012	4	16	20	277
2012	4	17	21	336.5
2012	4	21	22	113
2012	4	17	23	165
2012	4	16	24	.
2012	4	17	25	82
2012	4	17	26	.
2012	4	18	27	54
2012	5	16	1	331.5
2012	5	15	2	218
2012	5	16	3	.
2012	5	15	4	77
2012	5	17	5	.
2012	5	16	6	97
2012	5	14	7	376.5
2012	5	16	8	341.5
2012	5	17	9	.
2012	5	16	10	331.5
2012	5	16	11	115
2012	5	15	12	115
2012	5	16	13	228
2012	5	14	14	237
2012	5	15	15	79
2012	5	15	16	79
2012	5	16	17	97
2012	5	14	18	94
2012	5	14	19	94
2012	5	16	20	287
2012	5	15	21	331
2012	5	19	22	116
2012	5	15	23	.
2012	5	17	24	.
2012	5	15	25	79
2012	5	15	26	.
2012	5	14	27	54
2012	6	20	1	330
2012	6	20	2	218
2012	6	19	3	.
2012	6	19	4	82
2012	6	19	5	.
2012	6	19	6	95
2012	6	19	7	398
2012	6	20	8	347
2012	6	18	9	80
2012	6	19	10	328
2012	6	18	11	115
2012	6	18	12	115
2012	6	19	13	225
2012	6	19	14	269
2012	6	19	15	82
2012	6	19	16	82
2012	6	19	17	95
2012	6	19	18	112.5
2012	6	19	19	112.5
2012	6	20	20	290
2012	6	19	21	328
2012	6	18	22	115
2012	6	20	23	171
2012	6	19	24	.
2012	6	19	25	82
2012	6	19	26	.
2012	6	18	27	49
2012	7	18	1	335
2012	7	18	2	220
2012	7	17	3	53
2012	7	17	4	99.5
2012	7	17	5	.
2012	7	18	6	98.5
2012	7	17	7	371
2012	7	18	8	348
2012	7	16	9	155
2012	7	17	10	338
2012	7	16	11	.
2012	7	16	12	.
2012	7	16	13	231
2012	7	17	14	298.5
2012	7	17	15	99.5
2012	7	17	16	99.5
2012	7	19	17	98.5
2012	7	17	18	171
2012	7	17	19	171
2012	7	18	20	293
2012	7	17	21	338
2012	7	16	22	.
2012	7	18	23	166.5
2012	7	17	24	.
2012	7	17	25	99.5
2012	7	17	26	203.5
2012	7	16	27	80.5
2012	8	20	1	335
2012	8	20	2	.
2012	8	20	3	5
2012	8	21	4	68
2012	8	20	5	.
2012	8	20	6	106
2012	8	20	7	383.5
2012	8	22	8	344
2012	8	22	9	192
2012	8	20	10	335
2012	8	25	11	116
2012	8	25	12	116
2012	8	22	13	232
2012	8	20	14	265
2012	8	21	15	68
2012	8	21	16	68
2012	8	20	17	106
2012	8	22	18	120.5
2012	8	22	19	120.5
2012	8	22	20	297
2012	8	25	21	330
2012	8	25	22	116
2012	8	22	23	171.5
2012	8	22	24	.
2012	8	21	25	68
2012	8	23	26	210.5
2012	8	22	27	87
2012	9	18	1	338
2012	9	18	2	216.5
2012	9	27	3	33
2012	9	18	4	93.5
2012	9	20	5	.
2012	9	20	6	107
2012	9	18	7	395
2012	9	19	8	333
2012	9	19	9	171
2012	9	19	10	337
2012	9	19	11	.
2012	9	19	12	116
2012	9	21	13	224.5
2012	9	18	14	309
2012	9	18	15	93.5
2012	9	18	16	93.5
2012	9	19	17	106
2012	9	19	18	186
2012	9	19	19	186
2012	9	19	20	293.5
2012	9	18	21	335
2012	9	22	22	117
2012	9	20	23	154
2012	9	18	24	.
2012	9	18	25	93.5
2012	9	18	26	195.5
2012	9	19	27	85
2012	10	16	1	342
2012	10	16	2	225
2012	10	18	3	33
2012	10	16	4	100
2012	10	18	5	.
2012	10	15	6	120
2012	10	16	7	373
2012	10	17	8	213.5
2012	10	17	9	180
2012	10	17	10	343
2012	10	19	11	117
2012	10	17	12	116
2012	10	19	13	228
2012	10	16	14	304
2012	10	16	15	99
2012	10	16	16	100
2012	10	18	17	131
2012	10	19	18	171
2012	10	19	19	171
2012	10	17	20	303
2012	10	16	21	344
2012	10	20	22	116
2012	10	18	23	164
2012	10	16	24	.
2012	10	16	25	99
2012	10	25	26	.
2012	10	17	27	77
2012	11	19	1	342.5
2012	11	20	2	225
2012	11	20	3	8
2012	11	20	4	87
2012	11	19	5	.
2012	11	19	6	116.5
2012	11	20	7	437
2012	11	19	8	337
2012	11	14	9	182
2012	11	19	10	342.5
2012	11	17	11	113
2012	11	17	12	113
2012	11	19	13	269
2012	11	20	14	352
2012	11	20	15	91
2012	11	20	16	91
2012	11	19	17	116.5
2012	11	20	18	211
2012	11	20	19	211
2012	11	19	20	292
2012	11	20	21	339
2012	11	17	22	113
2012	11	19	23	161
2012	11	21	24	.
2012	11	19	25	91
2012	11	19	26	.
2012	11	19	27	85
2012	12	18	1	336
2012	12	18	2	223
2012	12	18	3	58
2012	12	18	4	82
2012	12	20	5	.
2012	12	17	6	114.5
2012	12	18	7	434
2012	12	19	8	341
2012	12	17	9	.
2012	12	19	10	360
2012	12	21	11	118
2012	12	19	12	104
2012	12	17	13	197
2012	12	18	14	337
2012	12	18	15	82
2012	12	18	16	82
2012	12	20	17	114.5
2012	12	20	18	197
2012	12	20	19	197
2012	12	19	20	313
2012	12	18	21	334.5
2012	12	15	22	104
2012	12	19	23	173
2012	12	17	24	.
2012	12	18	25	82
2012	12	.	26	.
2012	12	18	27	80
2013	1	18	1	362
2013	1	15	2	246
2013	1	17	3	63
2013	1	15	4	85
2013	1	18	5	.
2013	1	16	6	130
2013	1	15	7	435
2013	1	16	8	246
2013	1	25	9	.
2013	1	18	10	362
2013	1	17	11	117
2013	1	17	12	117
2013	1	18	13	277
2013	1	15	14	334
2013	1	15	15	85
2013	1	15	16	85
2013	1	18	17	130.5
2013	1	18	18	217
2013	1	18	19	217
2013	1	16	20	327
2013	1	18	21	326
2013	1	19	22	116
2013	1	17	23	188
2013	1	16	24	.
2013	1	15	25	85
2013	1	.	26	.
2013	1	16	27	88
2013	2	20	1	361.5
2013	2	19	2	245.5
2013	2	21	3	55
2013	2	19	4	84
2013	2	21	5	.
2013	2	19	6	123
2013	2	19	7	433
2013	2	20	8	253.5
2013	2	28	9	.
2013	2	21	10	361
2013	2	22	11	117
2013	2	20	12	118
2013	2	22	13	278
2013	2	19	14	346
2013	2	19	15	84
2013	2	19	16	84
2013	2	22	17	124
2013	2	22	18	217
2013	2	22	19	217
2013	2	20	20	327
2013	2	19	21	360.5
2013	2	23	22	117
2013	2	22	23	197.5
2013	2	20	24	.
2013	2	19	25	84
2013	2	21	26	.
2013	2	.	27	.
2013	3	20	1	336.5
2013	3	19	2	223.5
2013	3	21	3	30
2013	3	19	4	88.5
2013	3	21	5	.
2013	3	22	6	109.5
2013	3	18	7	406
2013	3	18	8	216
2013	3	21	9	.
2013	3	19	10	333
2013	3	22	11	113
2013	3	20	12	115
2013	3	22	13	230.5
2013	3	18	14	306
2013	3	19	15	88.5
2013	3	19	16	88.5
2013	3	21	17	107
2013	3	22	18	189
2013	3	22	19	189
2013	3	18	20	295
2013	3	22	21	353
2013	3	23	22	112
2013	3	21	23	184
2013	3	19	24	.
2013	3	19	25	88.5
2013	3	21	26	.
2013	3	18	27	.
2013	4	17	1	356
2013	4	16	2	231
2013	4	18	3	32
2013	4	16	4	99.5
2013	4	19	5	.
2013	4	15	6	110
2013	4	16	7	361
2013	4	17	8	235.5
2013	4	18	9	191
2013	4	18	10	354
2013	4	17	11	115
2013	4	17	12	117
2013	4	19	13	263
2013	4	16	14	299.5
2013	4	16	15	99.5
2013	4	16	16	99.5
2013	4	16	17	116
2013	4	19	18	179
2013	4	19	19	179
2013	4	17	20	303
2013	4	16	21	356
2013	4	20	22	116
2013	4	17	23	89
2013	4	16	24	.
2013	4	16	25	99.5
2013	4	18	26	.
2013	4	15	27	.
2013	5	24	1	354
2013	5	21	2	230.5
2013	5	21	3	36
2013	5	21	4	80.5
2013	5	23	5	.
2013	5	22	6	93.5
2013	5	21	7	415
2013	5	23	8	.
2013	5	20	9	.
2013	5	24	10	354
2013	5	24	11	116
2013	5	23	12	115
2013	5	22	13	274
2013	5	21	14	308
2013	5	21	15	.
2013	5	21	16	.
2013	5	22	17	93.5
2013	5	21	18	94
2013	5	21	19	94
2013	5	22	20	310
2013	5	24	21	354
2013	5	23	22	115
2013	5	24	23	179
2013	5	23	24	.
2013	5	21	25	.
2013	5	21	26	.
2013	5	.	27	.
2013	6	18	1	346
2013	6	19	2	240
2013	6	18	3	29
2013	6	18	4	92.5
2013	6	18	5	.
2013	6	17	6	91.5
2013	6	20	7	414.5
2013	6	16	8	217
2013	6	17	9	.
2013	6	20	10	314
2013	6	18	11	110
2013	6	20	12	110
2013	6	20	13	250
2013	6	20	14	326.5
2013	6	18	15	92.5
2013	6	18	16	92.5
2013	6	19	17	89.5
2013	6	18	18	200
2013	6	18	19	200
2013	6	19	20	307
2013	6	20	21	314
2013	6	20	22	110
2013	6	19	23	285
2013	6	17	24	.
2013	6	18	25	92.5
2013	6	.	26	.
2013	6	18	27	73.5
2013	7	16	1	330
2013	7	18	2	220.5
2013	7	16	3	.
2013	7	16	4	88.5
2013	7	16	5	.
2013	7	18	6	90
2013	7	18	7	396
2013	7	16	8	210
2013	7	22	9	.
2013	7	17	10	333
2013	7	16	11	111
2013	7	16	12	112
2013	7	17	13	228.5
2013	7	18	14	301
2013	7	16	15	80
2013	7	16	16	80
2013	7	18	17	90
2013	7	16	18	162
2013	7	16	19	162
2013	7	17	20	282
2013	7	16	21	329
2013	7	18	22	113
2013	7	17	23	154
2013	7	22	24	.
2013	7	16	25	80
2013	7	.	26	.
2013	7	16	27	77.5
2013	8	19	1	354
2013	8	20	2	234
2013	8	20	3	59
2013	8	20	4	104
2013	8	20	5	.
2013	8	22	6	105
2013	8	21	7	307
2013	8	20	8	221.5
2013	8	20	9	53.5
2013	8	19	10	354
2013	8	21	11	117
2013	8	23	12	117
2013	8	21	13	260.5
2013	8	21	14	330.5
2013	8	20	15	103
2013	8	20	16	103
2013	8	23	17	97.5
2013	8	21	18	.
2013	8	21	19	.
2013	8	21	20	308
2013	8	19	21	354
2013	8	24	22	144
2013	8	22	23	179
2013	8	20	24	.
2013	8	20	25	103
2013	8	.	26	.
2013	8	20	27	81
2013	9	16	1	347
2013	9	17	2	232
2013	9	19	3	.
2013	9	17	4	76
2013	9	19	5	.
2013	9	16	6	107
2013	9	17	7	332
2013	9	18	8	211.5
2013	9	18	9	83
2013	9	16	10	347
2013	9	19	11	117
2013	9	20	12	117
2013	9	19	13	224
2013	9	17	14	248
2013	9	17	15	76
2013	9	17	16	76
2013	9	16	17	107
2013	9	17	18	158
2013	9	17	19	158
2013	9	18	20	305
2013	9	18	21	357.5
2013	9	21	22	117
2013	9	19	23	157
2013	9	16	24	.
2013	9	17	25	76
2013	9	17	26	.
2013	9	17	27	65
2013	10	15	1	355
2013	10	15	2	226
2013	10	17	3	46
2013	10	15	4	85
2013	10	17	5	.
2013	10	14	6	107
2013	10	15	7	305
2013	10	17	8	218
2013	10	15	9	84
2013	10	17	10	356
2013	10	18	11	113
2013	10	18	12	113
2013	10	16	13	225
2013	10	18	14	277.5
2013	10	15	15	85
2013	10	15	16	85
2013	10	16	17	105
2013	10	15	18	95
2013	10	15	19	95
2013	10	16	20	287
2013	10	16	21	364
2013	10	19	22	118.5
2013	10	17	23	.
2013	10	14	24	.
2013	10	15	25	85
2013	10	21	26	.
2013	10	16	27	.
2013	11	20	1	341
2013	11	19	2	225
2013	11	21	3	60
2013	11	19	4	82
2013	11	21	5	.
2013	11	18	6	101
2013	11	19	7	427
2013	11	21	8	219
2013	11	19	9	87.5
2013	11	21	10	342
2013	11	22	11	116
2013	11	23	12	115
2013	11	20	13	268
2013	11	19	14	326
2013	11	19	15	85
2013	11	19	16	85
2013	11	19	17	101
2013	11	20	18	200.5
2013	11	20	19	200.5
2013	11	20	20	289
2013	11	20	21	343
2013	11	23	22	115
2013	11	21	23	.
2013	11	19	24	.
2013	11	19	25	85
2013	11	20	26	.
2013	11	20	27	73
2013	12	19	1	363
2013	12	17	2	241
2013	12	18	3	59.5
2013	12	17	4	83
2013	12	16	5	.
2013	12	18	6	101
2013	12	17	7	432
2013	12	17	8	218
2013	12	18	9	86
2013	12	17	10	362
2013	12	20	11	117
2013	12	20	12	117
2013	12	18	13	274
2013	12	17	14	328
2013	12	17	15	89
2013	12	17	16	89
2013	12	16	17	117
2013	12	18	18	206
2013	12	18	19	206
2013	12	18	20	323
2013	12	18	21	366
2013	12	20	22	117
2013	12	16	23	186
2013	12	16	24	.
2013	12	17	25	89
2013	12	19	26	.
2013	12	.	27	.
2014	1	24	1	367.5
2014	1	21	2	245
2014	1	21	3	62
2014	1	21	4	86
2014	1	23	5	.
2014	1	23	6	104
2014	1	21	7	433
2014	1	23	8	226
2014	1	22	9	.
2014	1	21	10	367
2014	1	24	11	115
2014	1	24	12	115
2014	1	22	13	273.5
2014	1	21	14	328
2014	1	21	15	91
2014	1	21	16	91
2014	1	23	17	104
2014	1	22	18	198
2014	1	22	19	198
2014	1	22	20	325
2014	1	22	21	366
2014	1	25	22	116
2014	1	23	23	205
2014	1	24	24	.
2014	1	21	25	91
2014	1	17	26	.
2014	1	21	27	76
2014	1	23	28	.
2014	2	19	1	364
2014	2	18	2	244
2014	2	21	3	56
2014	2	18	4	80
2014	2	20	5	.
2014	2	20	6	107.5
2014	2	18	7	435
2014	2	20	8	220
2014	2	20	9	.
2014	2	21	10	364
2014	2	21	11	115.5
2014	2	21	12	116
2014	2	19	13	276.5
2014	2	18	14	336
2014	2	18	15	90
2014	2	18	16	90
2014	2	21	17	108
2014	2	19	18	170
2014	2	19	19	170
2014	2	19	20	322.5
2014	2	19	21	365
2014	2	22	22	114
2014	2	20	23	207
2014	2	18	24	.
2014	2	18	25	90
2014	2	22	26	310
2014	2	18	27	57.5
2014	2	20	28	.
2014	3	17	1	346
2014	3	17	2	223
2014	3	20	3	47
2014	3	18	4	82.5
2014	3	20	5	.
2014	3	17	6	106.5
2014	3	21	7	392
2014	3	20	8	224
2014	3	20	9	.
2014	3	17	10	301.5
2014	3	21	11	116
2014	3	21	12	116
2014	3	19	13	226
2014	3	21	14	310
2014	3	18	15	84
2014	3	18	16	84
2014	3	17	17	106.5
2014	3	18	18	122.5
2014	3	18	19	122.5
2014	3	19	20	285
2014	3	21	21	350
2014	3	22	22	116
2014	3	20	23	174
2014	3	20	24	.
2014	3	18	25	84
2014	3	19	26	.
2014	3	18	27	86
2014	3	20	28	154
2014	3	23	29	.
2014	4	15	1	350
2014	4	15	2	230
2014	4	17	3	.
2014	4	15	4	96
2014	4	17	5	.
2014	4	14	6	104.5
2014	4	15	7	412
2014	4	17	8	220
2014	4	18	9	87
2014	4	17	10	352
2014	4	18	11	112
2014	4	18	12	112
2014	4	16	13	275
2014	4	15	14	319
2014	4	15	15	96
2014	4	15	16	96
2014	4	16	17	101.5
2014	4	16	18	161
2014	4	16	19	161
2014	4	16	20	294.5
2014	4	16	21	341
2014	4	18	22	112.5
2014	4	17	23	179
2014	4	15	24	.
2014	4	15	25	96
2014	4	18	26	.
2014	4	16	27	83
2014	4	17	28	162
2014	4	15	29	322.5
2014	5	20	1	355
2014	5	20	2	233
2014	5	22	3	30
2014	5	20	4	73
2014	5	21	5	.
2014	5	22	6	105
2014	5	20	7	363
2014	5	20	8	217
2014	5	21	9	66
2014	5	20	10	355
2014	5	19	11	103.5
2014	5	19	12	103.5
2014	5	20	13	254.5
2014	5	20	14	281.5
2014	5	20	15	73
2014	5	20	16	73
2014	5	22	17	105
2014	5	21	18	122.5
2014	5	21	19	122.5
2014	5	21	20	297
2014	5	20	21	355
2014	5	20	22	114
2014	5	20	23	176
2014	5	23	24	.
2014	5	20	25	73
2014	5	23	26	310
2014	5	20	27	73
2014	5	22	28	162
2014	5	22	29	.
2014	6	17	1	.
2014	6	20	2	227
2014	6	16	3	5
2014	6	17	4	88.5
2014	6	17	5	.
2014	6	16	6	105
2014	6	19	7	315
2014	6	17	8	216
2014	6	16	9	83
2014	6	17	10	.
2014	6	18	11	.
2014	6	18	12	.
2014	6	17	13	.
2014	6	19	14	321
2014	6	17	15	87
2014	6	17	16	87
2014	6	17	17	.
2014	6	17	18	180.5
2014	6	17	19	180.5
2014	6	18	20	305.5
2014	6	17	21	.
2014	6	18	22	.
2014	6	20	23	186.5
2014	6	18	24	.
2014	6	17	25	87
2014	6	17	26	.
2014	6	16	27	76
2014	6	17	28	157
2014	6	19	29	.
2014	6	17	30	157
2014	7	15	1	.
2014	7	17	2	225.5
2014	7	14	3	-10
2014	7	15	4	80
2014	7	15	5	.
2014	7	18	6	98.5
2014	7	16	7	399
2014	7	15	8	219
2014	7	17	9	85
2014	7	15	10	.
2014	7	16	11	120
2014	7	16	12	120
2014	7	14	13	217
2014	7	16	14	288
2014	7	15	15	79
2014	7	15	16	79
2014	7	17	17	97
2014	7	19	18	121
2014	7	19	19	121
2014	7	16	20	296
2014	7	15	21	.
2014	7	16	22	120
2014	7	17	23	169.5
2014	7	16	24	.
2014	7	15	25	79
2014	7	23	26	305
2014	7	14	27	75
2014	7	15	28	.
2014	7	15	29	.
2014	7	15	30	.
2014	8	18	1	345
2014	8	18	2	221
2014	8	21	3	.
2014	8	19	4	72.5
2014	8	20	5	.
2014	8	22	6	100
2014	8	18	7	380
2014	8	22	8	214.5
2014	8	21	9	71
2014	8	18	10	345
2014	8	20	11	117
2014	8	19	12	117
2014	8	21	13	240
2014	8	18	14	287
2014	8	19	15	72.5
2014	8	19	16	72.5
2014	8	22	17	100
2014	8	18	18	84.5
2014	8	18	19	84.5
2014	8	21	20	298.5
2014	8	20	21	349
2014	8	23	22	116
2014	8	19	23	172.5
2014	8	20	24	.
2014	8	19	25	72.5
2014	8	22	26	.
2014	8	19	27	81
2014	8	21	28	.
2014	8	23	29	.
2014	8	21	30	156.5
2014	9	17	1	337
2014	9	16	2	223.5
2014	9	18	3	-2
2014	9	16	4	95
2014	9	16	5	.
2014	9	15	6	97
2014	9	16	7	412
2014	9	18	8	214
2014	9	17	9	76
2014	9	15	10	341
2014	9	20	11	116
2014	9	18	12	115
2014	9	16	13	253
2014	9	16	14	312.5
2014	9	16	15	97.5
2014	9	16	16	97.5
2014	9	17	17	96
2014	9	17	18	.
2014	9	17	19	159
2014	9	17	20	295
2014	9	17	21	332.5
2014	9	20	22	116
2014	9	18	23	166
2014	9	18	24	.
2014	9	16	25	97.5
2014	9	25	26	.
2014	9	.	27	.
2014	9	18	28	140
2014	9	17	29	210
2014	9	17	30	146
2014	10	20	1	326
2014	10	21	2	214
2014	10	21	3	31
2014	10	21	4	82
2014	10	21	5	.
2014	10	21	6	98
2014	10	21	7	.
2014	10	23	8	224
2014	10	22	9	68
2014	10	22	10	323
2014	10	25	11	116
2014	10	23	12	116
2014	10	21	13	270
2014	10	21	14	298
2014	10	21	15	90.5
2014	10	21	16	90.5
2014	10	22	17	97
2014	10	22	18	104
2014	10	22	19	104
2014	10	22	20	286
2014	10	22	21	331.5
2014	10	25	22	116
2014	10	23	23	158
2014	10	24	24	.
2014	10	21	25	82
2014	10	24	26	.
2014	10	.	27	.
2014	10	23	28	125
2014	10	22	29	215.5
2014	10	24	30	.
2014	11	20	1	349
2014	11	18	2	226
2014	11	20	3	58
2014	11	18	4	84
