"Site number","Site name","Latitude","Longitude","Year","Annual cottonwood leaf litterfall g m2","Annual willow leaf litterfall g m2","Annual russian olive leaf litterfall g m2","Annual saltcedar leaf litterfall g m2","Annual elm leaf litterfall g m2","Annual tree willow leaf litterfall g m2","Annual coyote leaf litterfall g m2","Annual baccharis willoe leaf litterfall g m2","Annual new mexico olive leaf litterfall g m2","Annual indigo bush leaf litterfall g m2","Annual woodfall g m2","Annual cottonwood reproductive litterfall g m2","Annual willow reproductive litterfall g m2","Annual russian olive reproductive litterfall g m2","Annual elm reproductive litterfall g m2","Annual saltcedar reproductive litterfall g m2","Annual total reproductive litterfall g m2","Annual total willow g m2","Annual total litterfall g m2"
20,"Route 66",35.1006512603,-106.691932797,2012,186.49,22.5,57.21,13.85,109.52,0,0,0,0,0,119.26,36.38,2.8,42.86,0,0.01,16.39,2.91,89.33
20,"Route 66",35.1006512603,-106.691932797,2013,208.55,27.48,55.45,4.47,101.47,0,0,0,0.01,0.01,334.66,20.21,6.23,22.44,0,0,7.4,4.07,107.85
20,"Route 66",35.1006512603,-106.691932797,2014,171.18,22.12,46.15,7.66,102.79,0,0,0,0.8,0.4,38.33,33.3,4.31,37.09,0,0.26,11.1,2.86,74.2
20,"Route 66",35.1006512603,-106.691932797,2015,205.51,21.9,79.76,7.82,127.41,0,0,0,0,0.01,116.92,40.4,1.9,25.49,0,0.62,13.43,2.83,90.31
20,"Route 66",35.1006512603,-106.691932797,2016,270.95,20.03,63.76,13.3,128.56,0,0,0,0.16,0,278.25,63.71,0.17,29.56,0.48,0.02,8.27,3.02,124.94
20,"Route 66",35.1006512603,-106.691932797,2017,242.19,16.96,74.49,23.83,145.23,0,0,0,1.86,0.01,447.88,34.27,0.19,33.66,18.44,0,7.14,2.23,140.18
20,"Route 66",35.1006512603,-106.691932797,2018,224.05,10.2,43.6,17.2,105.29,0,0,0,4.61,0.19,185.26,68.97,1.69,23.92,10.83,0.1,17.44,1.34,105.61
20,"Route 66",35.1006512603,-106.691932797,2019,234.64,13.43,97.68,15.13,95.15,0,0,0,0.01,0,56.24,21.47,0.74,51.33,3.99,1.53,10.75,1.72,84.1
20,"Route 66",35.1006512603,-106.691932797,2020,352.89,14.43,84.53,13.56,109.98,0,0,0,0,0,2095.68,57.73,0.81,20.56,10.19,0.02,11.76,1.96,364.02
20,"Route 66",35.1006512603,-106.691932797,2021,192.08,14.62,89.3,15.76,125.63,0,0,0,0.01,0.01,90.39,81.05,0.63,38.91,2.68,0.03,17.79,1.87,92.36
20,"Route 66",35.1006512603,-106.691932797,2022,205.53,11.52,65.8,15.88,91.72,0,0,0,3.32,0,87.46,22.25,0.56,25.81,7.95,0.51,7.43,1.47,78.51
20,"Route 66",35.1006512603,-106.691932797,2023,199.15,0.02,83.02,17.89,126.96,0.02,4.4,0,0.01,0,172.37,16.07,0.34,63.17,9,9.36,9.53,1.35,97.13
20,"Route 66",35.1006512603,-106.691932797,2024,194.32,0,70.33,14.66,110.71,0.03,7.34,0,0.02,0,212.1,39.67,0.62,14.51,7.98,1.68,8.72,0.93,98.66
21,"Badger",35.1955715759,-106.641632737,2006,89.08,4.1,27.31,0,0,0,0,0,3.54,0,4.58,0,0,0,0,0,0.04,0.6,17.09
21,"Badger",35.1955715759,-106.641632737,2007,319.12,20.36,1.63,0,5.85,0,0,0,0.75,0.92,172.08,55.81,2.74,0.01,0,0,8.94,2.62,80.36
21,"Badger",35.1955715759,-106.641632737,2008,342.83,18.58,1.45,2.02,16.74,0,0,0,7.36,0,134.52,30.16,3.42,0.01,0,0.01,8.1,2.59,81.73
21,"Badger",35.1955715759,-106.641632737,2009,764.96,23.12,1.87,0.05,32.64,0,0,0,0.48,5.65,173.43,85.26,2.88,0,0,0,14.24,2.99,152.18
21,"Badger",35.1955715759,-106.641632737,2010,629.6,27.96,0.08,0.02,56.67,0,0,0,0.71,7.8,34.06,72.65,6.19,0,0,0,11.37,3.61,111.9
21,"Badger",35.1955715759,-106.641632737,2011,592.23,22.36,4.21,0.03,100.84,0,0,0,0,4.04,29.84,85.2,0.81,0,0,0.46,11.46,2.89,111.73
21,"Badger",35.1955715759,-106.641632737,2012,273.99,31.02,0.22,0.03,71.95,0,0,0,0.02,1.64,129.45,56.96,3.49,0.01,0,0,9.28,4.23,77.57
21,"Badger",35.1955715759,-106.641632737,2013,483.14,28.74,0,0.34,56.36,0,0,0,0.05,4.32,252.42,67.57,7.33,0,0,0,10.16,3.78,120.14
21,"Badger",35.1955715759,-106.641632737,2014,426.92,27.5,1.31,0.02,91.5,0,0,0,0.03,1.37,78.12,59.32,0.74,0.01,0,0,9.31,3.54,114.51
21,"Badger",35.1955715759,-106.641632737,2015,497.81,16.11,0.04,0.03,74.58,0,0,0,0.02,3.27,798.17,79.58,1.97,0.01,0,0,15.81,2.08,198.56
21,"Badger",35.1955715759,-106.641632737,2016,567.07,28.92,1.34,0.01,94.04,0,0,0,0.91,0,108.68,83.73,2.51,0,0.02,0,4.26,3.74,122.27
21,"Badger",35.1955715759,-106.641632737,2017,249.31,3.76,0.81,0,52.88,0,0,0,0.03,0.01,157.6,52.51,1.7,0.32,3.3,0,0.81,2.81,72.33
21,"Badger",35.1955715759,-106.641632737,2018,198.91,27.24,0.04,0.03,0.64,0,0,0,0.22,0.28,88.19,48.8,2.81,0,0.04,0,7.62,3.52,53.74
21,"Badger",35.1955715759,-106.641632737,2019,236.47,38.08,0.04,0.05,0.91,0,0,0,0.18,0.34,29,28.96,2.41,0.16,0.04,0,4.79,4.96,46.98
21,"Badger",35.1955715759,-106.641632737,2020,323.61,65.21,0.02,0.02,1.75,0,0,0,0.97,2.11,125.74,70.6,11.27,0,0.1,0,11.35,8.45,82.82
21,"Badger",35.1955715759,-106.641632737,2021,295.45,65.19,4.23,0.14,2.83,0,0,0,0.21,0.63,218.36,89.02,7.99,0,0.04,0,13.04,8.45,92.1
21,"Badger",35.1955715759,-106.641632737,2022,306.83,23.75,0.13,0.03,10.47,0,0,0,0.03,27.86,389.67,56.51,7.94,0.02,0.13,0,8.88,3.07,111.81
21,"Badger",35.1955715759,-106.641632737,2023,222.86,0.01,1.86,0.1,11.38,0.01,20.24,0,0.41,1.82,100.17,126.71,6.86,0.15,0.28,0,17.96,5.52,69.93
21,"Badger",35.1955715759,-106.641632737,2024,119.44,0,0.98,0.01,12.77,2.87,39.78,0,0.25,1.86,125.65,77.99,12,0.01,0.25,7.39,12.58,5.52,54.5
22,"Bobcat",35.2010747789,-106.641162297,2006,178.52,7.92,0.02,0,0.1,0,0,0,0.39,1.08,91.55,0,0,0,0,0,0.05,1.02,37.33
22,"Bobcat",35.2010747789,-106.641162297,2007,300.83,8.03,0.2,0.1,0.36,0,0,0,0.55,0.01,253.32,42.5,0.09,0,0,0,7.66,1.18,87.36
22,"Bobcat",35.2010747789,-106.641162297,2008,411.59,29.67,0.63,0.72,0.08,0,0,0,3.79,0,210.9,50.49,0.89,0,0,0,7.58,4.24,95.67
22,"Bobcat",35.2010747789,-106.641162297,2009,590.32,18.72,0.12,0.04,0.03,0,0,0,0.02,3.95,92.95,87.12,3.73,0.01,0,0,12.12,2.45,106.71
22,"Bobcat",35.2010747789,-106.641162297,2010,520.07,20.79,0.72,0.13,0.27,0,0,0,0,1.37,93.83,69.75,3.87,0.01,0,0,9.74,2.72,94.51
22,"Bobcat",35.2010747789,-106.641162297,2011,839.44,25.36,1.09,0,1.83,0,0,0,0.03,1.1,162.07,74.52,2.37,0.04,0,0,10.79,3.3,147.08
22,"Bobcat",35.2010747789,-106.641162297,2012,556.99,17.4,0.54,0.01,0.53,0,0,0,3.16,0,116.75,87.12,0.41,0.01,0,0.02,11.61,2.25,104.39
22,"Bobcat",35.2010747789,-106.641162297,2013,944.21,19.24,0.81,0.03,1.43,0,0,0,0.92,2.71,178.81,85.9,7.68,0.17,0,0,13.6,2.66,164.61
22,"Bobcat",35.2010747789,-106.641162297,2014,452.93,25.35,2.19,0.13,3.03,0,0,0,0.14,0,38.2,86.35,1.08,0.04,0,0,11.73,3.46,85.9
22,"Bobcat",35.2010747789,-106.641162297,2015,492.42,19.77,1.15,0.07,3.6,0,0,0,0.33,0.02,92.31,77.64,5.58,0.09,0,0,11.7,2.56,94.78
22,"Bobcat",35.2010747789,-106.641162297,2016,495.18,20.97,1.26,0.07,8.04,0,0,0,2.46,0.23,54.33,103.89,0.37,0.04,0.01,0,0.6,2.72,90.98
22,"Bobcat",35.2010747789,-106.641162297,2017,382.82,17.3,0.18,0.02,0.54,0,0,0,0.32,0,74.35,84.11,0.03,0,0.3,0,0.22,2.42,76.17
22,"Bobcat",35.2010747789,-106.641162297,2018,571.16,9.22,0.67,0.09,0.04,0,0,0,1.63,2.44,1584.37,80.46,1.32,0.24,0.04,0,10.91,1.91,297.78
22,"Bobcat",35.2010747789,-106.641162297,2019,240.29,10.92,0.73,0.06,0.24,0,0,0,0.02,0.63,491.08,79.21,0.82,0,0.08,0.02,12.81,1.41,112.92
22,"Bobcat",35.2010747789,-106.641162297,2020,449.94,20.65,0.02,0.29,0.01,0,0,0,2.44,1.5,67.95,121.62,2.31,0.01,0.19,0,16.41,2.67,90.86
22,"Bobcat",35.2010747789,-106.641162297,2021,545.37,20.27,0.03,0.79,0.05,0,0,0,0.26,3.51,245.51,137.34,7.86,0,0.07,0,18.37,2.61,127.04
22,"Bobcat",35.2010747789,-106.641162297,2022,578.02,17.23,0.41,0.67,0.9,0,0,0,0.03,16.41,113.26,69.06,0.49,0,0.08,0.02,8.15,2.23,106.94
22,"Bobcat",35.2010747789,-106.641162297,2023,633.85,4.38,0.25,0.55,0.21,4.38,0.2,0,0.82,1.03,87.17,135.88,1.8,0.23,0.24,0,18.27,1.75,118.91
22,"Bobcat",35.2010747789,-106.641162297,2024,507.93,0,0,0.03,0.04,3.62,0.13,0,0.01,0.01,20.94,20.77,0.01,0,0.19,0.08,2.62,0.47,76.36
23,"BioPark",35.0799846256,-106.669723455,2007,305.99,0.05,0.05,0.02,16.22,0,0,0,0.78,0,38.74,48.26,0.01,0,0,0.46,10.52,0,59.55
23,"BioPark",35.0799846256,-106.669723455,2008,422.39,0.04,0.1,0.02,5.21,0,0,0,0,1.4,128.06,70.4,0,0,0,0.32,9.87,0,84.7
23,"BioPark",35.0799846256,-106.669723455,2009,562.79,0.06,2.01,0.02,1.37,0,0,0,0.34,0,55.86,80.66,0.38,0.03,0,0,11.43,0,93.37
23,"BioPark",35.0799846256,-106.669723455,2010,458.8,0.07,1.9,0.2,0.78,0,0,0,0.04,0.01,200.02,93.24,0,0.01,0,0.01,13.21,0,100.7
23,"BioPark",35.0799846256,-106.669723455,2011,633.63,0.03,1.77,0,0.19,0,0,0,0.01,0.03,179.91,77.14,0,0.05,0,0,11.09,0,118.49
23,"BioPark",35.0799846256,-106.669723455,2012,334.48,0.32,0.5,0.01,0.08,0,0,0,0,0,36.49,67.57,0.01,0.02,0,0,9.48,0.04,60.66
23,"BioPark",35.0799846256,-106.669723455,2013,316.73,0.64,0.32,0.02,0.04,0,0,0,0,0.23,71.91,46.65,0.01,0.01,0,0.01,6.52,0.07,59.8
23,"BioPark",35.0799846256,-106.669723455,2014,252.47,0.8,0.03,0.02,0.24,0,0,0,0.01,0.39,40.78,43.82,0,0.02,0,0,5.82,0.1,48.99
23,"BioPark",35.0799846256,-106.669723455,2015,299.23,0.49,0.29,0.01,0.91,0,0,0,0.27,1.85,91.92,64.66,0,0,0,0,8.94,0.06,63.02
23,"BioPark",35.0799846256,-106.669723455,2016,248.97,0.13,0.88,0.01,0.26,0,0,0,0.99,0.01,48.3,76.34,0,0,0.01,0,0.36,0.01,52.52
23,"BioPark",35.0799846256,-106.669723455,2017,244.27,0.04,1.49,0.01,0.27,0,0,0,0.17,0.92,53.04,70.29,0,0.01,0.11,0,1.33,0,54.72
23,"BioPark",35.0799846256,-106.669723455,2018,338.21,0.11,3.2,10.49,0.23,0,0,0,1.93,0.01,84.98,69.42,0,0.32,0.03,0,9.42,0.01,69.97
23,"BioPark",35.0799846256,-106.669723455,2019,296.55,0.21,5.94,0.08,0.11,0,0,0,3.94,0.18,69.89,68.24,0,0.75,0.04,0,11.47,0.02,64.41
23,"BioPark",35.0799846256,-106.669723455,2020,292.81,0.24,3.42,0.05,0.95,0,0,0,0.02,0.03,181.67,78.51,0.01,0.42,0.24,0.23,11.73,0.02,77.11
23,"BioPark",35.0799846256,-106.669723455,2021,216.63,0.07,4.75,0.07,1.78,0,0,0,0,1.97,167.8,55.69,0.02,0.9,0.01,0,7.2,0,60.69
23,"BioPark",35.0799846256,-106.669723455,2022,187.13,0.06,6.7,0.08,2.95,0,0,0,0.01,0.01,343.79,22.64,0,1.86,0.13,0,5.26,0.01,78.35
23,"BioPark",35.0799846256,-106.669723455,2023,381.2,0.02,6.19,0.15,3.21,0.02,0.02,0.49,0,1.55,106.81,29.83,0,0.03,0.11,0,5.49,0,84.13
23,"BioPark",35.0799846256,-106.669723455,2024,174.22,0,2.15,0.26,2.83,0.43,0.58,0.01,1.92,0,57.78,16.74,2.42,0.72,0.15,0,3.97,0.12,42.75
24,"Santo Domingo",35.50989,-106.3896,2008,130.67,0.01,0.13,3.61,0,0,0,0,0.01,0,176.49,5.36,0,0.09,0,0.02,0.94,0,43.14
24,"Santo Domingo",35.50989,-106.3896,2009,204.68,0.17,0.16,0.01,0,0,0,0,0.01,0,96.94,0.68,0,0,0,0,1.23,0.01,43.05
24,"Santo Domingo",35.50989,-106.3896,2010,296.73,0.91,0.19,0.02,0,0,0,0,0,0,124.57,10.47,0,0.19,0,0,1.8,0.11,58.38
24,"Santo Domingo",35.50989,-106.3896,2011,125.25,0.25,0.04,0.02,0,0,0,0,0,0,104.48,8.12,0,0.15,0,0,1.45,0.03,32.87
24,"Santo Domingo",35.50989,-106.3896,2012,145.46,0.89,0.8,0.02,0.01,0,0,0,0,0,83.83,7.2,0,0,0,0.01,1.14,0.11,32.73
24,"Santo Domingo",35.50989,-106.3896,2013,258.29,2.42,0,1.46,0,0,0,0,0,0,10.7,5.38,0,0.15,0,0,1.21,0.31,40.85
24,"Santo Domingo",35.50989,-106.3896,2014,148.76,1.32,0.05,0.01,0,0,0,0,0.01,0,45.51,1.93,0.02,0.01,0,0,0.41,0.16,36.54
24,"Santo Domingo",35.50989,-106.3896,2015,108.36,1.43,0.02,0.03,0.01,0,0,0,0,0,16.25,7.02,0,0.19,0,0,1,0.18,18
24,"Santo Domingo",35.50989,-106.3896,2016,89.01,3.81,0.03,0.01,0.02,0,0,0,0,0.01,22.66,15.57,0.01,0.01,0,0,0.09,0.49,18.56
24,"Santo Domingo",35.50989,-106.3896,2017,90.21,0.74,0.02,0.09,0,0,0,0,0,0,39.09,9.14,0,0.11,0.01,0,0.02,0.09,18.96
24,"Santo Domingo",35.50989,-106.3896,2018,106.32,0.2,0.01,0,0.01,0,0,0,0.02,0.01,18.23,7.25,0,0.09,0,0,1.03,0.02,18.23
24,"Santo Domingo",35.50989,-106.3896,2019,125.39,0.68,0.03,0,0,0,0,0,0,0,76.56,5.79,0.02,0.02,0,0,1.01,0.08,28.17
24,"Santo Domingo",35.50989,-106.3896,2020,43.1,0.15,0.02,0,0,0,0,0,0,0,0.12,0.01,0,0,0,0,0,0.12,5.89
24,"Santo Domingo",35.50989,-106.3896,2022,99.06,0.12,0.06,0,0,0,0,0,0,0,5.55,8.36,0,0.16,0,0,1.2,0.01,15.35
24,"Santo Domingo",35.50989,-106.3896,2023,47.24,0,0.02,0.03,0,0,0.01,0,0,0,10.08,3.37,0.01,0,0.01,0,1.04,0,11.52
24,"Santo Domingo",35.50989,-106.3896,.,3.85,0.08,0,0,0,0,0,0,0,0,10,25.38,0,0,0,0,3.3,0.01,5.3
25,"Crawford",34.637561057629,-106.74347269011,2010,4.85,0.11,0.02,0.74,0,0,0,0,0,0,0.73,0,0,0,0,0.01,2.07,0.01,5.75
25,"Crawford",34.637561057629,-106.74347269011,2011,13.45,0.04,0.07,14.47,0,0,0,0,0.08,0,4.95,0.08,0.01,0.02,0,0,1.51,0,8.35
25,"Crawford",34.637561057629,-106.74347269011,2012,26.04,0.02,0.19,29.56,0,0,0,0,0,0,694.45,0.56,0,0,0,0.24,1.39,0,101.1
25,"Crawford",34.637561057629,-106.74347269011,2013,32.09,0.03,1.46,32.99,0.01,0,0,0,0,0.46,1.47,2.51,0,0,0,0.02,2.02,0,15.13
25,"Crawford",34.637561057629,-106.74347269011,2014,40.86,4.8,2.18,29.27,0,0,0,0,0.01,0,5.54,0.62,0.01,0.94,0,0.33,1.15,0.61,12.97
25,"Crawford",34.637561057629,-106.74347269011,2015,73.67,2.06,12.52,45.55,0.09,0,0,0,0,0,1.27,0.14,0.01,0,0,5.96,1.6,0.26,22.01
25,"Crawford",34.637561057629,-106.74347269011,2016,55.7,0.28,15.13,24.18,0,0,0,0,0.01,0.01,4.25,2.37,0.02,1.13,0,0.23,0.53,0.71,21.86
25,"Crawford",34.637561057629,-106.74347269011,2017,95.16,0.26,15.62,37.74,0.1,0,0,0,0,0,5.52,4.56,0.1,1.42,0,0.77,1.94,0.03,26.31
25,"Crawford",34.637561057629,-106.74347269011,2018,89.08,0.54,42.35,29.81,0,0,0,0,1.01,0.01,5.9,3.54,0,4.97,0,0,1.55,0.06,28
25,"Crawford",34.637561057629,-106.74347269011,2019,170.52,0.26,41.75,44.06,0.01,0,0,0,0,0.09,13.14,0.62,0.01,8.43,0.01,1.57,1.9,0.04,40.9
25,"Crawford",34.637561057629,-106.74347269011,2020,124.11,0.51,77.21,27.61,0.04,0,0,0,1.01,1.15,7.59,5.36,0.03,25.71,0.02,0.01,4.14,0.05,39.1
25,"Crawford",34.637561057629,-106.74347269011,2021,168.04,0.11,88.75,15.85,0,0,0,0,1.47,0.02,12.21,9,0,26.76,0.02,0.65,5.62,0.01,47.63
25,"Crawford",34.637561057629,-106.74347269011,2022,144.37,0.4,71.24,15.96,0.08,0,0,0,0,0,14.25,6.78,0.02,28.67,0.03,0.37,4.8,0.04,40.11
25,"Crawford",34.637561057629,-106.74347269011,2023,185.82,0.25,98.35,18.91,0.03,0.25,0.03,0.01,0.02,0.01,39.02,11.01,0.03,24.74,0.02,1.65,3.13,0.05,51.22
25,"Crawford",34.637561057629,-106.74347269011,2024,189.1,0,92.13,12.34,0.03,0.09,0.22,0,0,0,22.91,18.64,0.04,30,0.04,0.64,6.71,0.03,49.53
26,"Mesilla",32.248328,-106.821014,2011,0,0,0,0.02,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,1.18
26,"Mesilla",32.248328,-106.821014,2012,0,3.01,0,0.01,0,0,0,0,0,0,1.12,0.01,0,0,0,0,0.41,0.39,5.05
26,"Mesilla",32.248328,-106.821014,2013,0,0,0,0.01,0,0,0,0,0,0,0.29,21.19,0,0,0,0,2.75,0,6.03
26,"Mesilla",32.248328,-106.821014,2014,3.26,0.01,0,0,0,0,0,0,0,0,11.12,0,0,0,0,0,0,0,2.08
26,"Mesilla",32.248328,-106.821014,2015,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0.3,0,5.59
26,"Mesilla",32.248328,-106.821014,2016,0,3.23,0,0.21,0,0,0,0,0,0,5.81,0.03,0,0,0,0.1,0.63,1.44,8.68
26,"Mesilla",32.248328,-106.821014,2017,0,4.23,0.71,0.02,0,0,0,0,0,0,5.76,0,8.7,0,0,0.01,1.98,0.55,19.38
26,"Mesilla",32.248328,-106.821014,2018,0.08,1.62,0,0.03,0,0,0,0,0,0,2.03,0,0,0,0,0,0.31,0.25,12.93
26,"Mesilla",32.248328,-106.821014,2019,0,0.03,0,0.06,0,0,0,0,0.7,0,4.92,0.08,0,0.02,0,0,0.53,0.02,4.88
26,"Mesilla",32.248328,-106.821014,2020,0,0.02,0,0.04,0,0,0,0,0,0,3.77,0.01,0.01,0,0.01,0,0,0,0.77
26,"Mesilla",32.248328,-106.821014,2021,0,0.04,0,0.02,0,0,0,0,0,0,4.83,0,0,0,0,0,0,0,0.94
26,"Mesilla",32.248328,-106.821014,2022,0,0.02,0,0.04,0,0,0,0,0,0,0.12,0,0,0,0,0,0.87,0,1.75
26,"Mesilla",32.248328,-106.821014,2023,0,0,0,0.08,0,0,0,0,0,0.02,57.8,0,0,0,0,0,3.29,0,15.72
26,"Mesilla",32.248328,-106.821014,2024,0,0,0,0.01,0,0,0,0,0,0,1.15,0,0,0,0,0,0.25,0,1.95
27,"Bosque Farm",34.8477697505695,-106.714997116643,2012,218.48,7.99,0.9,0.32,0,0,0,0,0,0,26.36,14.41,0.11,0,0,0,1.94,1.02,36.57
27,"Bosque Farm",34.8477697505695,-106.714997116643,2013,158.14,9.78,17.78,0.13,0,0,0,0,0,0,62.16,26.84,0.24,1.56,0,0,3.81,1.29,37.16
27,"Bosque Farm",34.8477697505695,-106.714997116643,2014,124.05,2.11,3.82,0.03,0,0,0,0,0.36,0,102.42,25.99,0.54,6.85,0,0,4.51,0.26,36.05
27,"Bosque Farm",34.8477697505695,-106.714997116643,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,"Bosque Farm",34.8477697505695,-106.714997116643,2016,235.27,4.49,31.49,1.49,0.01,0,0,0,0.01,0,110.28,60.15,0.27,8.34,0,0.03,1.31,0.62,61.22
27,"Bosque Farm",34.8477697505695,-106.714997116643,2017,260.17,5.39,31.62,0.11,0,0,0,0,0.16,0,80.47,20.83,0.03,5.89,0,0.26,0.9,0.74,55.03
27,"Bosque Farm",34.8477697505695,-106.714997116643,2018,226.08,2.2,27.07,0.41,0.01,0,0,0,0,0.01,43.35,39.35,1.26,5.5,0,0,6.05,0.27,47.44
27,"Bosque Farm",34.8477697505695,-106.714997116643,2019,397.67,8.12,24.87,0.37,0,0,0,0,0.01,0,126.18,19.98,0.02,3.58,0,0.02,3.19,1.07,78.68
27,"Bosque Farm",34.8477697505695,-106.714997116643,2020,384.24,4.33,33.96,0.43,0.01,0,0,0,0.01,1.41,35.86,55.73,0.21,12.22,0.04,0,8.8,0.66,71.93
27,"Bosque Farm",34.8477697505695,-106.714997116643,2021,351.04,6.81,38.77,0.26,0.01,0,0,0,0.01,0,95.05,72.05,0.37,8.25,0.01,0,10.03,0.86,76.1
27,"Bosque Farm",34.8477697505695,-106.714997116643,2022,423.15,7.38,36.69,0.31,0.01,0,0,0,0,0.01,203.12,49.74,0.48,17.11,0,0.01,8.24,0.95,98.31
27,"Bosque Farm",34.8477697505695,-106.714997116643,2023,296.77,1.64,37.62,0.46,0.18,1.64,1.53,0.01,0.02,0,688.71,37.84,0.08,7.68,0.05,0.09,5.39,1.1,143.1
27,"Bosque Farm",34.8477697505695,-106.714997116643,2024,294.74,0,30.46,0.4,0,2.78,2.55,0,0.01,0,63,52.99,0.14,14.46,0.05,0,8.76,0.67,64.16
28,"Valle de Oro",34.9797688406,-106.680112434,2014,0.05,0.35,0,0.09,0,0,0,0,0,0,13.62,0.12,0.02,0,0,0,3.11,0.04,8.64
28,"Valle de Oro",34.9797688406,-106.680112434,2015,0.01,0.63,0,0,0.03,0,0,0,0,0,0.66,0.02,0.08,0,0,0,6.49,0.08,21.68
28,"Valle de Oro",34.9797688406,-106.680112434,2016,0.02,0,0,0,0.02,0,0,0,0,0,1.06,0.01,0,0,0,0,0.95,0,6.91
28,"Valle de Oro",34.9797688406,-106.680112434,2017,0.1,0.39,0.01,0,0.03,0,0,0,0,0,5.22,0.01,0,0,0,0,1.83,0.05,13.53
28,"Valle de Oro",34.9797688406,-106.680112434,2018,0.62,0,0,0.01,2.98,0,0,0,0.01,0,2.04,0,0,0.15,0,0,3.09,0,14.99
28,"Valle de Oro",34.9797688406,-106.680112434,2019,0.33,0.19,0,0.01,0.27,0,0,0,0,0,4.31,0.01,0.02,0.02,0.02,0,1.59,0.02,6.54
28,"Valle de Oro",34.9797688406,-106.680112434,2022,0.01,0,0,0,0.2,0,0,0,0,0,0.16,0.1,0,0,0,0,1.98,0,3.26
28,"Valle de Oro",34.9797688406,-106.680112434,2023,16.06,0.01,0.11,0.06,8.38,0.01,0.01,0,0,0,16.99,0.06,0,0.01,0.02,0,3.19,0,22.35
28,"Valle de Oro",34.9797688406,-106.680112434,2024,1.94,0,0.01,0.01,2.35,0,0,0,0,0,4.48,0.03,0,0,0.02,0,2.93,0,10.15
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2014,52.62,30.7,19.29,0.01,10.93,0,0,0,0,0.77,12.86,1.18,2.95,0.57,0,0,1.07,3.98,19.08
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2015,46.87,35.24,25.54,0.02,23.63,0,0,0,0,0,9.6,1.93,3.77,14.36,0,0,2.81,4.57,25.05
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2016,57.29,15.66,18.49,0,13.78,0,0,0,5.24,0,21.63,3.89,0.13,2.1,0,0,0.65,4.4,25.71
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2017,44.75,40.97,31.27,0.03,18.91,0,0,0,3.95,0,556.93,2.19,2.03,3.94,0.04,0,1.01,5.34,94.52
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2018,66.53,29.67,53.91,0.06,37.07,0,0,0,0,2.01,10.98,5.48,2.13,6.96,0.1,0,2.42,3.93,32.56
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2019,87.82,46.57,22.48,0.06,28.4,0,0,0,0.01,0.42,3.83,1.79,0,2.69,0.04,0,0.82,6.04,29.61
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2020,64.96,41.98,87.07,0.07,53,0,0,0,0.02,0.07,13.89,4.36,6.61,9.8,0.16,0,3.18,5.43,42.46
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2021,78.46,41.99,92.27,0.39,48.1,0,0,0,0,0.04,20.54,4.21,3.08,20.58,1.48,0,4.61,5.48,47.74
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2022,67.69,47.48,64.44,0.04,94.11,0,0,0,0.24,0.01,21.65,3.39,4.59,22.3,0.27,0,4.11,6.16,48.38
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2023,80.86,0.34,53.4,0.09,83.43,0.34,30.91,0.06,0.38,0.09,84.28,1.82,0.97,5.53,0.8,0.01,1.28,5.5,53.13
29,"Albuquerque Overbank Project",35.0452081969,-106.665732215,2024,130.49,0,69.88,0.09,146.19,0.32,22.72,0,0.1,0,27.41,13.31,0.4,10.77,2.99,0.08,3.73,2.97,62.65
30,"State Land Office",34.9679188689,-106.685667747,2014,333.12,0.17,0,0.01,0,0,0,0,0,0.02,335.9,33.16,0,0,0,0,4.47,0.02,94.17
30,"State Land Office",34.9679188689,-106.685667747,2015,293.77,2.08,0,1.09,0.01,0,0,0,0,0.01,395.09,45.83,0.01,0.01,0,0,7.56,0.27,106.09
30,"State Land Office",34.9679188689,-106.685667747,2016,209.65,6.76,0.02,1.02,0.01,0,0,0,0.01,0.78,35.95,76.48,0.03,0,0,0.01,0.33,0.86,47.04
30,"State Land Office",34.9679188689,-106.685667747,2017,198.7,11.73,0.04,0.23,0,0,0,0,1.23,0,46.3,31.32,1.72,0.02,0.03,0,2.57,1.51,43.92
30,"State Land Office",34.9679188689,-106.685667747,2018,238.53,14.13,0.03,0,0,0,0,0,0.01,0,55.68,53.96,0.25,0,0,0,6.97,1.83,52.85
30,"State Land Office",34.9679188689,-106.685667747,2019,251.47,16.73,0.32,0,0,0,0,0,0,0.01,143.51,48.4,0.57,0.01,0.01,0,6.5,2.17,63.11
30,"State Land Office",34.9679188689,-106.685667747,2020,204.24,27.05,1.26,0.01,0,0,0,0,0,0.01,49.99,48.38,1.24,0,0.05,0,6.94,3.5,47.62
